transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
72,06/05/2023,06:41:14,1,1,Alkmaar,3.5,Tea,Herbal tea
73,06/11/2023,13:35:41,1,3,Eindhoven,3.0,Bakery,Scone
74,06/07/2023,09:28:39,1,1,Alkmaar,3.5,Tea,Herbal tea
75,06/10/2023,17:15:47,2,2,Utrecht,3.25,Tea,Chai tea
76,06/07/2023,14:15:37,1,1,Alkmaar,2.0,Coffee,Black coffee
77,06/11/2023,17:45:25,2,2,Utrecht,4.25,Coffee,Syrup coffee
78,06/11/2023,11:32:32,3,,Utrecht,3.5,Tea,Herbal tea
79,06/11/2023,09:11:21,1,3,Eindhoven,3.5,Tea,Herbal tea
80,06/11/2023,17:53:14,1,2,Utrecht,2.0,Coffee,Black coffee
81,06/09/2023,17:53:55,1,2,Utrecht,3.5,Coffee,Milk coffee
82,06/08/2023,14:04:04,1,2,Utrecht,3.0,Bakery,Scone
83,06/09/2023,10:25:07,2,2,Utrecht,4.5,Chocolate,Hot chocolate
84,06/09/2023,15:46:08,1,3,Eindhoven,3.25,Tea,Chai tea
85,06/08/2023,13:00:29,2,3,Eindhoven,3.5,Coffee,Milk coffee
86,06/09/2023,15:01:20,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
87,06/10/2023,10:00:15,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
88,06/06/2023,17:12:29,1,3,Eindhoven,3.25,Tea,Chai tea
89,06/06/2023,16:12:45,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
90,06/09/2023,13:47:20,1,1,Alkmaar,3.25,Tea,Chai tea
91,06/09/2023,08:51:56,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
92,06/10/2023,16:13:19,2,2,Utrecht,3.15,Tea,Green tea
93,06/11/2023,16:24:08,2,1,Alkmaar,3.0,Bakery,Scone
94,06/09/2023,07:10:41,2,1,Alkmaar,3.75,Bakery,Sandwich
95,06/09/2023,12:24:26,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
96,06/07/2023,10:41:14,1,3,Eindhoven,3.0,Bakery,Scone
97,06/10/2023,14:40:00,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
98,06/11/2023,10:00:44,1,2,Utrecht,3.15,Tea,Green tea
99,06/07/2023,10:29:26,6,3,Eindhoven,3.5,Coffee,Milk coffee
100,06/08/2023,06:41:49,4,3,Eindhoven,4.25,Coffee,Syrup coffee
101,06/07/2023,07:49:02,1,2,Utrecht,3.5,Coffee,Milk coffee
102,06/05/2023,15:37:17,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
103,06/09/2023,19:24:19,1,1,Alkmaar,3.75,Bakery,Sandwich
104,06/05/2023,12:45:58,2,2,Utrecht,3.5,Bakery,Pie
105,06/09/2023,09:48:50,3,2,Utrecht,4.5,Chocolate,Hot chocolate
106,06/10/2023,16:21:03,3,2,Utrecht,4.5,Chocolate,Hot chocolate
107,06/11/2023,11:28:43,2,3,Eindhoven,3.25,Tea,Chai tea
108,06/06/2023,09:50:47,2,3,Eindhoven,4.25,Coffee,Syrup coffee
109,06/07/2023,11:02:40,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
110,06/06/2023,13:04:06,2,2,Utrecht,3.25,Tea,Chai tea
111,06/09/2023,08:06:48,2,2,Utrecht,4.5,Chocolate,Hot chocolate
112,06/11/2023,12:28:05,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
113,06/08/2023,15:12:39,4,2,Utrecht,4.25,Coffee,Syrup coffee
114,06/06/2023,18:19:53,4,1,Alkmaar,3.5,Coffee,Milk coffee
115,06/09/2023,17:17:16,2,3,Eindhoven,2.0,Coffee,Black coffee
116,06/07/2023,18:16:37,1,3,Eindhoven,3.0,Bakery,Scone
117,06/10/2023,18:10:10,2,3,Eindhoven,3.5,Tea,Herbal tea
118,06/11/2023,12:05:46,2,1,Alkmaar,3.0,Tea,Black tea
119,06/08/2023,16:41:48,2,2,Utrecht,3.5,Coffee,Milk coffee
120,06/07/2023,09:26:31,2,2,Utrecht,4.25,Coffee,Syrup coffee
121,06/09/2023,08:02:50,1,2,Utrecht,4.5,Chocolate,Hot chocolate
122,06/11/2023,11:56:41,1,2,Utrecht,4.5,Chocolate,Hot chocolate
123,06/07/2023,12:42:18,3,2,Utrecht,3.25,Tea,Chai tea
124,06/09/2023,09:33:12,2,1,Alkmaar,3.5,Coffee,Milk coffee
125,06/06/2023,11:15:16,3,1,Alkmaar,3.0,Bakery,Scone
126,06/11/2023,10:08:10,2,1,Alkmaar,3.75,Bakery,Sandwich
127,06/08/2023,09:00:30,1,3,Eindhoven,4.25,Coffee,Syrup coffee
128,06/10/2023,06:30:43,2,1,Alkmaar,3.75,Bakery,Sandwich
129,06/06/2023,17:07:03,5,,Utrecht,3.15,Tea,Green tea
130,06/10/2023,16:14:42,1,2,Utrecht,4.5,Chocolate,Hot chocolate
131,06/11/2023,11:14:26,1,2,Utrecht,3.0,Bakery,Scone
132,06/11/2023,17:18:27,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
133,06/10/2023,15:27:19,1,3,Eindhoven,3.75,Bakery,Sandwich
134,06/11/2023,14:21:55,1,1,Alkmaar,3.5,Bakery,Pie
135,06/07/2023,10:55:54,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
136,06/06/2023,08:42:04,4,2,Utrecht,3.75,Bakery,Sandwich
137,06/05/2023,19:14:28,2,1,Alkmaar,4.25,Coffee,Syrup coffee
138,06/07/2023,14:40:42,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
139,06/10/2023,15:42:33,1,3,Eindhoven,3.5,Tea,Herbal tea
140,06/08/2023,08:19:36,1,3,Eindhoven,3.25,Tea,Chai tea
141,06/10/2023,09:10:26,2,2,Utrecht,2.0,Coffee,Black coffee
142,06/09/2023,19:33:28,2,3,Eindhoven,3.0,Tea,Black tea
143,06/08/2023,07:51:21,1,1,Alkmaar,4.25,Coffee,Syrup coffee
144,06/11/2023,11:51:48,1,1,Alkmaar,4.25,Coffee,Syrup coffee
145,06/10/2023,13:29:56,6,1,Alkmaar,3.0,Bakery,Scone
146,06/10/2023,13:28:53,2,1,Alkmaar,3.75,Bakery,Sandwich
147,06/08/2023,07:56:21,4,3,Eindhoven,3.15,Tea,Green tea
148,06/10/2023,17:20:28,2,1,Alkmaar,3.25,Tea,Chai tea
149,06/11/2023,07:18:31,1,1,Alkmaar,3.25,Tea,Chai tea
150,06/06/2023,12:46:41,2,2,Utrecht,6.3,Coffee,Organic blended coffee
151,06/10/2023,06:36:40,,1,Alkmaar,2.0,Coffee,Black coffee
152,06/10/2023,11:43:01,2,2,Utrecht,4.5,Chocolate,Hot chocolate
153,06/11/2023,10:56:35,2,2,Utrecht,4.5,Chocolate,Hot chocolate
154,06/10/2023,10:18:11,2,2,Utrecht,3.15,Tea,Green tea
155,06/08/2023,06:53:53,1,2,Utrecht,4.5,Chocolate,Hot chocolate
156,06/09/2023,13:52:42,1,3,Eindhoven,3.5,Tea,Herbal tea
157,06/08/2023,13:18:16,2,1,Alkmaar,3.0,Bakery,Scone
158,06/09/2023,07:35:29,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
159,06/06/2023,09:18:20,6,3,Eindhoven,3.75,Bakery,Sandwich
160,06/09/2023,16:12:40,2,2,Utrecht,4.5,Chocolate,Hot chocolate
161,06/05/2023,09:57:46,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
162,06/06/2023,11:50:06,2,2,Utrecht,4.25,Coffee,Syrup coffee
163,06/08/2023,09:39:33,2,2,Utrecht,3.25,Tea,Chai tea
164,06/10/2023,09:27:08,4,2,Utrecht,3.5,Bakery,Pie
165,06/08/2023,11:32:11,1,2,Utrecht,3.5,Bakery,Pie
166,06/10/2023,16:19:54,2,2,Utrecht,6.3,Coffee,Organic blended coffee
167,06/06/2023,16:49:38,2,2,Utrecht,4.5,Chocolate,Hot chocolate
168,06/10/2023,13:18:09,2,1,Alkmaar,3.5,Bakery,Pie
169,06/09/2023,10:45:50,2,3,Eindhoven,2.0,Coffee,Black coffee
170,06/09/2023,09:42:40,1,2,Utrecht,4.25,Coffee,Syrup coffee
171,06/07/2023,09:29:28,3,1,Alkmaar,3.0,Bakery,Scone
172,06/11/2023,17:40:50,3,2,Utrecht,4.5,Chocolate,Hot chocolate
173,06/10/2023,10:28:05,4,1,Alkmaar,3.25,Tea,Chai tea
174,06/06/2023,11:21:28,1,2,Utrecht,4.25,Coffee,Syrup coffee
175,06/08/2023,08:29:29,2,,Eindhoven,3.5,Tea,Herbal tea
176,06/08/2023,10:50:04,2,2,Utrecht,4.5,Chocolate,Hot chocolate
177,06/08/2023,16:16:15,1,2,Utrecht,4.25,Coffee,Syrup coffee
178,06/08/2023,07:10:38,1,1,Alkmaar,3.5,Bakery,Pie
179,06/06/2023,06:38:29,2,2,Utrecht,4.5,Chocolate,Hot chocolate
180,06/11/2023,08:11:42,1,2,Utrecht,4.5,Chocolate,Hot chocolate
181,06/10/2023,16:27:13,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
182,06/07/2023,18:04:50,1,1,Alkmaar,3.25,Tea,Chai tea
183,06/08/2023,17:39:13,2,1,Alkmaar,4.25,Coffee,Syrup coffee
184,06/10/2023,08:05:23,1,1,Alkmaar,3.0,Tea,Black tea
185,06/08/2023,14:04:12,1,3,Eindhoven,3.75,Bakery,Sandwich
186,06/08/2023,13:49:27,5,1,Alkmaar,4.5,Chocolate,Hot chocolate
187,06/11/2023,10:34:34,1,2,Utrecht,2.0,Coffee,Black coffee
188,06/09/2023,12:37:41,2,2,Utrecht,3.0,Bakery,Scone
189,06/09/2023,09:57:42,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
190,06/11/2023,08:08:20,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
191,06/08/2023,17:44:52,6,1,Alkmaar,4.5,Chocolate,Hot chocolate
192,06/09/2023,13:57:20,2,1,Alkmaar,3.0,Bakery,Scone
193,06/06/2023,13:04:20,1,1,Alkmaar,3.5,Tea,Herbal tea
194,06/05/2023,08:27:36,3,1,Alkmaar,3.5,Coffee,Milk coffee
195,06/11/2023,17:21:12,1,2,Utrecht,3.5,Bakery,Pie
196,06/11/2023,17:12:34,2,3,Eindhoven,3.5,Tea,Herbal tea
197,06/07/2023,10:51:31,2,2,Utrecht,4.5,Chocolate,Hot chocolate
198,06/10/2023,11:34:43,4,3,Eindhoven,3.15,Tea,Green tea
199,06/09/2023,12:52:03,3,3,Eindhoven,6.3,Coffee,Organic blended coffee
200,06/11/2023,08:37:19,1,1,Alkmaar,3.0,Bakery,Scone
201,06/08/2023,08:06:35,2,2,Utrecht,3.0,Tea,Black tea
202,06/09/2023,18:06:30,6,2,Utrecht,3.5,Tea,Herbal tea
203,06/10/2023,16:58:36,1,2,Utrecht,4.25,Coffee,Syrup coffee
204,06/07/2023,12:20:06,1,1,Alkmaar,3.0,Tea,Black tea
205,06/11/2023,17:45:16,2,2,Utrecht,3.5,Tea,Herbal tea
206,06/07/2023,09:27:44,2,2,Utrecht,3.5,Coffee,Milk coffee
207,06/06/2023,11:05:32,2,2,Utrecht,3.5,Coffee,Milk coffee
208,06/07/2023,10:28:01,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
209,06/11/2023,09:40:11,2,2,Utrecht,4.25,Coffee,Syrup coffee
210,06/11/2023,10:38:14,2,1,Alkmaar,3.5,Coffee,Milk coffee
211,06/10/2023,09:41:48,2,3,Eindhoven,2.0,Coffee,Black coffee
212,06/10/2023,18:38:08,1,1,Alkmaar,3.5,Coffee,Milk coffee
213,06/09/2023,19:07:10,2,1,Alkmaar,2.0,Coffee,Black coffee
214,06/11/2023,12:04:24,1,1,Alkmaar,4.25,Coffee,Syrup coffee
215,06/09/2023,14:41:39,1,1,Alkmaar,3.15,Tea,Green tea
216,06/11/2023,10:07:05,1,3,Eindhoven,3.0,Bakery,Scone
217,06/07/2023,16:56:02,2,2,Utrecht,4.5,Chocolate,Hot chocolate
218,06/10/2023,10:26:10,3,3,Eindhoven,3.25,Tea,Chai tea
219,06/06/2023,08:26:15,2,3,Eindhoven,3.5,Bakery,Pie
220,06/10/2023,08:45:57,2,2,Utrecht,4.25,Coffee,Syrup coffee
221,06/07/2023,10:28:02,1,3,Eindhoven,3.15,Tea,Green tea
222,06/10/2023,09:22:56,5,2,Utrecht,3.75,Bakery,Sandwich
223,06/08/2023,12:00:01,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
224,06/09/2023,11:55:06,6,2,Utrecht,6.3,Coffee,Organic blended coffee
225,06/11/2023,08:01:30,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
226,06/10/2023,19:58:18,2,2,Utrecht,2.0,Coffee,Black coffee
227,06/10/2023,09:57:19,3,3,Eindhoven,3.0,Tea,Black tea
228,06/07/2023,08:32:03,4,3,Eindhoven,3.25,Tea,Chai tea
229,06/07/2023,15:01:39,6,1,Alkmaar,4.5,Chocolate,Hot chocolate
230,06/07/2023,18:30:40,2,2,Utrecht,4.5,Chocolate,Hot chocolate
231,06/11/2023,19:55:46,2,1,Alkmaar,2.0,Coffee,Black coffee
232,06/10/2023,13:42:26,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
233,06/10/2023,09:54:24,4,2,Utrecht,3.25,Tea,Chai tea
234,06/10/2023,11:07:59,2,2,Utrecht,3.5,Bakery,Pie
235,06/07/2023,14:51:58,2,2,Utrecht,2.0,Coffee,Black coffee
236,06/08/2023,08:58:36,4,2,Utrecht,3.75,Bakery,Sandwich
237,06/08/2023,08:42:08,3,1,Alkmaar,3.0,Bakery,Scone
238,06/06/2023,16:56:38,2,3,Eindhoven,3.0,Tea,Black tea
239,06/08/2023,08:27:36,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
240,06/06/2023,19:53:18,1,3,Eindhoven,3.5,Bakery,Pie
241,06/09/2023,08:28:10,5,2,Utrecht,2.0,Coffee,Black coffee
242,06/10/2023,10:57:53,2,3,Eindhoven,3.5,Coffee,Milk coffee
243,06/08/2023,06:06:56,2,2,Utrecht,6.3,Coffee,Organic blended coffee
244,06/06/2023,16:32:07,4,2,Utrecht,3.0,Tea,Black tea
245,06/10/2023,14:35:59,1,3,Eindhoven,3.0,Tea,Black tea
246,06/08/2023,08:30:31,2,2,Utrecht,3.5,Bakery,Pie
247,06/11/2023,08:21:23,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
248,06/10/2023,11:51:21,1,2,Utrecht,3.5,Coffee,Milk coffee
249,06/11/2023,10:32:46,1,3,Eindhoven,3.5,Bakery,Pie
250,06/09/2023,08:34:22,1,2,Utrecht,3.0,Tea,Black tea
251,06/05/2023,11:11:36,2,2,Utrecht,3.15,Tea,Green tea
252,06/09/2023,09:56:05,2,2,Utrecht,3.0,Tea,Black tea
253,06/08/2023,16:37:17,1,2,Utrecht,4.25,Coffee,Syrup coffee
254,06/10/2023,14:18:17,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
255,06/08/2023,17:59:22,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
256,06/06/2023,12:32:12,6,2,Utrecht,2.0,Coffee,Black coffee
257,06/10/2023,15:08:15,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
258,06/10/2023,06:41:13,2,2,Utrecht,3.25,Tea,Chai tea
259,06/11/2023,10:40:23,1,2,Utrecht,4.5,Chocolate,Hot chocolate
260,06/08/2023,16:55:12,1,2,Utrecht,4.5,Chocolate,Hot chocolate
261,06/06/2023,06:24:22,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
262,06/09/2023,18:05:35,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
263,06/11/2023,15:27:56,6,2,Utrecht,3.75,Bakery,Sandwich
264,06/11/2023,13:36:14,4,2,Utrecht,4.5,Chocolate,Hot chocolate
265,06/11/2023,07:07:30,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
266,06/06/2023,17:20:16,2,2,Utrecht,4.5,Chocolate,Hot chocolate
267,06/10/2023,19:49:58,2,2,Utrecht,3.5,Bakery,Pie
268,06/09/2023,06:36:28,5,1,Alkmaar,3.15,Tea,Green tea
269,06/11/2023,08:11:04,2,3,Eindhoven,4.25,Coffee,Syrup coffee
270,06/10/2023,09:29:40,2,2,Utrecht,4.25,Coffee,Syrup coffee
271,06/07/2023,10:02:29,3,3,Eindhoven,6.3,Coffee,Organic blended coffee
272,06/07/2023,17:56:00,4,2,Utrecht,4.5,Chocolate,Hot chocolate
273,06/08/2023,10:01:52,4,2,Utrecht,4.5,Chocolate,Hot chocolate
274,06/07/2023,09:54:05,6,3,Eindhoven,4.5,Chocolate,Hot chocolate
275,06/08/2023,16:57:09,2,2,Utrecht,4.5,Chocolate,Hot chocolate
276,06/10/2023,07:24:35,2,2,Utrecht,3.15,Tea,Green tea
277,06/09/2023,18:04:54,2,1,Alkmaar,3.5,Coffee,Milk coffee
278,06/10/2023,13:59:46,2,1,Alkmaar,3.0,Bakery,Scone
279,06/05/2023,14:05:57,2,1,Alkmaar,3.15,Tea,Green tea
280,06/09/2023,17:08:27,2,2,Utrecht,4.25,Coffee,Syrup coffee
281,06/05/2023,17:25:29,2,2,Utrecht,4.5,Chocolate,Hot chocolate
282,06/06/2023,08:31:18,3,2,Utrecht,3.0,Bakery,Scone
283,06/07/2023,18:01:27,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
284,06/10/2023,09:40:31,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
285,06/10/2023,10:48:13,2,3,Eindhoven,3.15,Tea,Green tea
286,06/05/2023,13:02:22,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
287,06/08/2023,12:54:46,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
288,06/11/2023,09:15:10,2,2,Utrecht,3.0,Tea,Black tea
289,06/11/2023,10:00:18,4,3,Eindhoven,4.25,Coffee,Syrup coffee
290,06/08/2023,06:25:22,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
291,06/10/2023,13:24:51,1,3,Eindhoven,4.25,Coffee,Syrup coffee
292,06/09/2023,08:42:13,1,3,Eindhoven,3.5,Coffee,Milk coffee
293,06/07/2023,18:13:38,1,3,Eindhoven,3.25,Tea,Chai tea
294,06/05/2023,18:51:03,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
295,06/11/2023,14:37:43,1,1,Alkmaar,2.0,Coffee,Black coffee
296,06/10/2023,10:43:22,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
297,06/10/2023,07:51:20,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
298,06/11/2023,13:46:45,1,1,Alkmaar,3.0,Bakery,Scone
299,06/07/2023,10:50:21,2,3,Eindhoven,3.5,Coffee,Milk coffee
300,06/09/2023,06:01:17,1,1,Alkmaar,2.0,Coffee,Black coffee
301,06/10/2023,11:15:28,2,3,Eindhoven,3.5,Tea,Herbal tea
302,06/06/2023,06:51:25,2,2,Utrecht,3.0,Bakery,Scone
303,06/11/2023,09:07:12,2,2,Utrecht,4.5,Chocolate,Hot chocolate
304,06/09/2023,10:00:30,1,3,Eindhoven,3.5,Bakery,Pie
305,06/11/2023,11:30:28,1,2,Utrecht,4.5,Chocolate,Hot chocolate
306,06/06/2023,12:48:32,2,2,Utrecht,4.5,Chocolate,Hot chocolate
307,06/11/2023,10:42:23,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
308,06/07/2023,10:48:46,,2,Utrecht,4.5,Chocolate,Hot chocolate
309,06/06/2023,14:14:14,1,1,Alkmaar,4.25,Coffee,Syrup coffee
310,06/09/2023,13:22:32,3,1,Alkmaar,4.5,Chocolate,Hot chocolate
311,06/09/2023,08:19:36,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
312,06/05/2023,08:13:44,1,2,Utrecht,3.75,Bakery,Sandwich
313,06/06/2023,08:46:12,2,2,Utrecht,3.5,Tea,Herbal tea
314,06/10/2023,07:06:21,1,2,Utrecht,4.5,Chocolate,Hot chocolate
315,06/09/2023,17:34:31,1,2,Utrecht,6.3,Coffee,Organic blended coffee
316,06/11/2023,14:00:58,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
317,06/08/2023,10:29:02,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
318,06/05/2023,09:13:31,1,2,Utrecht,3.5,Bakery,Pie
319,06/11/2023,10:26:51,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
320,06/08/2023,08:37:15,3,2,Utrecht,3.5,Tea,Herbal tea
321,06/11/2023,10:56:44,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
322,06/10/2023,09:41:53,1,,Utrecht,6.3,Coffee,Organic blended coffee
323,06/09/2023,12:53:20,4,1,Alkmaar,3.0,Bakery,Scone
324,06/10/2023,08:15:16,1,1,Alkmaar,2.0,Coffee,Black coffee
325,06/06/2023,08:56:35,1,3,Eindhoven,3.0,Bakery,Scone
326,06/07/2023,08:38:09,2,2,Utrecht,2.0,Coffee,Black coffee
327,06/11/2023,16:53:31,1,2,Utrecht,3.5,Bakery,Pie
328,06/09/2023,13:19:41,3,2,Utrecht,3.5,Coffee,Milk coffee
329,06/07/2023,10:10:06,1,2,Utrecht,2.0,Coffee,Black coffee
330,06/08/2023,10:43:57,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
331,06/08/2023,14:01:42,1,3,Eindhoven,3.75,Bakery,Sandwich
332,06/11/2023,11:09:29,4,2,Utrecht,3.5,Tea,Herbal tea
333,06/10/2023,17:08:43,3,2,Utrecht,4.5,Chocolate,Hot chocolate
334,06/08/2023,11:20:47,1,1,Alkmaar,3.5,Bakery,Pie
335,06/07/2023,14:19:44,1,1,Alkmaar,3.5,Tea,Herbal tea
336,06/10/2023,19:47:26,2,2,Utrecht,3.75,Bakery,Sandwich
